Title,Label
"বিশেষ সাক্ষাৎকার: অধ্যাপক চৌধুরী সারওয়ার জাহান
দুই কৃষকের মৃত্যু দীর্ঘ অনিয়মের বহিঃপ্রকাশ",finance
"বিষপানে দুই কৃষকের মৃত্যু
আসামি গ্রেপ্তার ও ওসির প্রত্যাহারের দাবিতে মানববন্ধন",finance
"সাঁওতাল কৃষকের আত্মহত্যা
বৈষম্যের অভিযোগ তদন্ত করুন",finance
"গোদাগাড়ীতে দুই কৃষকের মৃত্যু
জমির আগাছা দেখে চলছে বিষপানে মৃত্যুর তদন্ত",finance
"মতামত
দুই সাঁওতাল কৃষকের আত্মহত্যার দায় কে নেবে",finance
"২০২১ সালে সংবাদপত্রের চিত্র
শিশু ধর্ষণ ৩১ শতাংশ বেড়েছে, ৪৫,৪৮০ শিশু ক্ষতিগ্রস্ত",finance
"ফাঁসির মঞ্চ বানিয়ে কৃষকের আত্মহত্যা, প্ররোচনার অভিযোগে মামলা",finance
ব্যবসায়ী মহসিন খানের আত্মহত্যা: থানায় অপমৃত্যুর মামলা,finance
ব্যবসায়ী মহসিন ১৬ মিনিট কথা বলার পরেই...,finance
পরীক্ষার ফরম পূরণের টাকা পেতে দেরি হওয়ায় শিক্ষার্থীর আত্মহত্যা,finance
ঋণের দায় মেটাতে না পেরে সপরিবার আত্মহত্যার সিদ্ধান্ত,finance
কিশোরীকে আত্মহত্যার প্ররোচনার মামলায় ব্যবসায়ী রিমান্ডে,finance
চট্টগ্রামে ব্যাংকারের আত্মহত্যার মামলা তদন্তে পিবিআই,finance
ব্যাংকারের আত্মহত্যা: এক আসামি রিমান্ডে,finance
"ব্যাংকারের আত্মহত্যা
পরিবার দুষল হুইপপুত্র ও এক পুলিশ কর্মকর্তাকে",finance
"আইপিএল নিয়ে ঋণ করে বাজি, নিঃস্ব হয়ে আত্মহত্যার চেষ্টা",finance
"করোনা যোদ্ধা দম্পতি
স্বামীর পাওনা টাকা না পেয়ে স্ত্রীর আত্মহত্যা",finance
"পদ পেতে টাকা দাবির অভিযোগ
ফেসবুকে স্ট্যাটাস দিয়ে ছাত্রলীগের পদপ্রত্যাশী কর্মীর আত্মহত্যা",finance
পাওনা টাকা না পেয়ে ভাইয়ের দরজায় বিদেশফেরত বোনের আত্মহত্যা,finance
দেনার চাপে দুই সন্তানকে হত্যা করে বাবার আত্মহত্যা!,finance
হানিমুনে যাওয়ার টাকা না পেয়ে ট্রেনের নিচে প্রাণ দিলেন নবদম্পতি!,finance
"এত সুশীলতা দেখিয়ে লাভ নেই, ধর্ষণ ইস্যুতে সারজিস",finance
নির্মাণাধীন ভবনের ছাদ থেকে লাফিয়ে ব্যাংক কর্মকর্তার আত্মহত্যা,finance
"স্বামীর মরদেহের বুকে লিখা ‘সরি জান আই লাভ ইউ’, পাশেই স্ত্রীর নিথর দেহ",finance
"মায়ের চিকিৎসার টাকা জোগাড় করতে না পেরে ছেলের আত্মহত্যা, ধারণা পুলিশের",finance
‘বেতন না পাওয়ার হতাশায়’ ল্যাব সহকারীর আত্মহত্যা,finance
‘বন বিভাগের মামলার ভয়ে’ কৃষকের আত্মহত্যা,finance
"১ কোটি রুপির দেনায় জুয়াড়ি, ফাঁস নিলেন স্ত্রী",finance
"‘আমাকে মাফ করবা মা, আমার কাফনের টাকা ব্যাগে’, পোস্ট দিয়ে তরুণীর আত্মহত্যা",finance
"জমি কিনে প্রতারিত হন সেই বাবা, শেয়ারবাজারেও ক্ষতিগ্রস্ত",finance
"ঋণ পরিশোধে চাপ, দিনমজুরের ‘আত্মহত্যা’",finance
দুই সন্তানকে বিষ খাইয়ে হত্যার পর ‘ঋণগ্রস্ত’ ব্যবসায়ীর আত্মহত্যা,finance
সিরাজদিখানে ঋণগ্রস্ত নারী ও দুই সন্তানের মরদেহ উদ্ধার,finance
"এসএসসি পরীক্ষার ফল, ৫ শিক্ষার্থীর লাশ উদ্ধার",academic
"মতামত
এসএসসির ফলাফল যেন আত্মহত্যার কারণ না হয়",academic
"মানিকগঞ্জে শিক্ষার্থীর আত্মহত্যা
‘ওরে আত্মহত্যা করতে বাধ্য করছে’",academic
"ছাত্র মৈত্রী ও ছাত্র ফ্রন্টের বিবৃতি
ঢাবির শিক্ষার্থী শাকিলের আত্মহত্যা রাষ্ট্রীয় মদদে কাঠামোগত হত্যাকাণ্ড",academic
নটর ডেমের শিক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার,academic
মেস থেকে খুলনা বিশ্ববিদ্যালয়ের শিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
"শহীদ বাবার পাশেই কলেজছাত্রীকে দাফনের প্রস্তুতি, কবর খুঁড়ছেন বৃদ্ধ দাদা",academic
ঢাকা বিশ্ববিদ্যালয়ের চারুকলার এক শিক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার,academic
বাড়িতে রাগ করে টয়লেট ক্লিনার খেয়ে ফেলেছিলাম,academic
"বাউফলে চিরকুট লিখে স্কুলছাত্রীর আত্মহত্যা, উত্ত্যক্তের অভিযোগ পরিবারের",academic
"নিখোঁজ স্কুলছাত্রীকে রাতে উদ্ধার করে পুলিশ, ভোরে মিলল ঝুলন্ত লাশ",academic
আত্মহত্যার চেষ্টা করা জগন্নাথ বিশ্ববিদ্যালয় শিক্ষার্থীর হাসপাতালে মৃত্যু,academic
মা–বাবাকে নিয়ে নববর্ষ উদ্‌যাপনের পর শয়নঘরে মিলল কলেজছাত্রের লাশ,academic
"আনিসুল হকের কলাম
পরীক্ষার ফি দিতে না পেরে মাহফুজ, লাবণীদের আত্মহত্যা কেন",academic
"চিঠিপত্র
শিক্ষার্থীদের আত্মহত্যার ঘটনা ও মানসিক স্বাস্থ্যের অপ্রতুলতা",academic
"‘কুকুর’ সম্বোধন করে ছাত্রের পোস্ট
শিক্ষকের আত্মহত্যার প্ররোচনার অভিযোগে চারজনকে আসামি করে মামলা",academic
"‘কুকুর’ সম্বোধন করে ছাত্রের পোস্ট, এক দিন পর শিক্ষকের ‘ঝুলন্ত’ লাশ উদ্ধার",academic
যাত্রাবাড়ীতে সিলিং ফ্যানে ঝুলন্ত এমবিবিএস পড়ুয়া শিক্ষার্থীর মরদেহ উদ্ধার,academic
"বরিশাল বিশ্ববিদ্যালয়ের আরেক শিক্ষার্থীর আত্মহত্যার চেষ্টা, পরে হাসপাতালে মৃত্যু",academic
ভারতে শিক্ষার্থীদের আত্মহত্যার হার জনসংখ্যা বাড়ার হারের চেয়ে বেশি: জরিপ,academic
নিজের গল্প করতে গিয়ে প্রতিবার কেঁদে ফেলি,academic
"কলেজছাত্রের ঝুলন্ত লাশ উদ্ধার, পুলিশের ধারণা ভিডিও কল দিয়ে আত্মহত্যা",academic
"হঠাৎ স্কুল ব্যাগ-জুতা ফেলে ব্রহ্মপুত্রে ঝাঁপ ছাত্রীর, তারপর...",academic
"ধর্ষণের শিকার স্কুলছাত্রীর আত্মহত্যার অভিযোগ, জড়িতদের বিচারের দাবিতে মানববন্ধন",academic
বরিশাল বিশ্ববিদ্যালয়ে শিক্ষার্থীর ‘আত্মহত্যা’র কারণ উদ্‌ঘাটনে তদন্ত কমিটি,academic
"বরিশাল বিশ্ববিদ্যালয়
সাড়ে ৫ মাসে তিন শিক্ষার্থীর আত্মহত্যায় উদ্বিগ্ন শিক্ষার্থী-প্রশাসন",academic
ভবিষ্যৎ পেশাজীবন নিয়ে দুশ্চিন্তায় ভোগেন ৫৫% বিশ্ববিদ্যালয় শিক্ষার্থী,academic
"ঢাকা বিশ্ববিদ্যালয়ের শিক্ষকের স্ত্রীর মৃত্যু
ময়নাতদন্তে হত্যাকাণ্ড, পিবিআইয়ের প্রতিবেদনে আত্মহত্যা",academic
"শিক্ষার্থীর আত্মহনন
‘আমার রত্ন কোথায় হারিয়ে গেল, এখন কাকে নিয়ে বেঁচে থাকব’",academic
অবন্তিকার আত্মহত্যার ঘটনায় গ্রেপ্তার শিক্ষক দ্বীন ইসলাম জামিনে মুক্ত,academic
"প্রেমের বিয়ে
কলেজছাত্রী স্ত্রীর মরদেহ উদ্ধার, সহপাঠী স্বামী কারাগারে",academic
ঢাকা বিশ্ববিদ্যালয়ের ছাত্রীর ‘আত্মহত্যা’ শিক্ষক বাবার ক্যাম্পাসের বাসায়,academic
"ফাইরুজ সাদাফের আত্মহত্যা
দায়ীদের দ্রুত বিচারের দাবি জগন্নাথ বিশ্ববিদ্যালয়ের সাবেক শিক্ষার্থীদের",academic
"অবন্তিকার আত্মহত্যা
জগন্নাথ বিশ্ববিদ্যালয়ের শিক্ষক দ্বীন ইসলামের জামিন নামঞ্জুর",academic
"বার্তাকক্ষ থেকে
অবন্তিকার আত্মহত্যা: ক্যাম্পাসে নিপীড়নের বিরুদ্ধে শিক্ষার্থীদের অবস্থান",academic
অবন্তিকার আত্মহত্যার ঘটনায় বিচার বিভাগীয় তদন্তের দাবি বিশ্ববিদ্যালয় শিক্ষক নেটওয়ার্কের,academic
অবন্তিকার আত্মহত্যা: জগন্নাথ বিশ্ববিদ্যালয়ের আইন বিভাগে দুদিন ক্লাস-পরীক্ষা বন্ধ,academic
"অবন্তিকার আত্মহত্যা
সহপাঠী আম্মানকে দুই দিনের ও শিক্ষক দ্বীন ইসলামকে এক দিনের রিমান্ড",academic
"অবন্তিকার আত্মহত্যা
জগন্নাথ বিশ্ববিদ্যালয়ের শিক্ষার্থীদের প্রতিবাদ সমাবেশ-মশালমিছিল",academic
অবন্তিকার আত্মহত্যা: অভিযুক্তদের গ্রেপ্তারে ১২ ঘণ্টা সময় বেঁধে দিয়েছেন শিক্ষার্থীরা,academic
"ছাত্রীর আত্মহত্যা
গভীর রাতে জগন্নাথ বিশ্ববিদ্যালয়ে শিক্ষার্থীদের বিক্ষোভ, উপাচার্যের আশ্বাস",academic
ভিকারুননিসার শিক্ষার্থী অরিত্রীকে আত্মহত্যা প্ররোচনার মামলায় রায় আবার পেছাল,academic
"নর্থ সাউথের শিক্ষার্থীর মৃত্যু ঘিরে রহস্য, যা বলছেন স্বজন ও বন্ধুরা",academic
ভিকারুননিসার শিক্ষার্থী অরিত্রীকে আত্মহত্যায় প্ররোচনার মামলায় রায় ঘোষণা পেছাল,academic
"নাতি-নাতনিসহ মেয়েকে মেরে ফেলেছে, না আত্মহত্যা বুঝতে পারছেন না বাবা",academic
"আত্মহত্যা করা শিক্ষার্থীদের ৬০ শতাংশ নারী, বেশি ঢাকা বিভাগে",academic
বনশ্রীর বহুতল ভবনের ছাদ থেকে পড়ে এসএসসি পরীক্ষার্থীর মৃত্যু,academic
১৩-১৯ বছর বয়সী শিক্ষার্থীদের আত্মহত্যার প্রবণতা বেশি,academic
বাড্ডায় এক শিক্ষার্থীর আত্মহত্যা,academic
"দক্ষিণ কোরিয়ায় অভিভাবকদের উৎপীড়নে শিক্ষকের আত্মহত্যা, শিক্ষকদের ধর্মঘট",academic
"মতামত
বিশ্ববিদ্যালয় শিক্ষার্থীরা কেন আত্মহত্যা করেন?",academic
ছাদ থেকে ‘লাফিয়ে পড়ে’ শিক্ষার্থীর মৃত্যু,academic
টিনএজার শিক্ষার্থীরা কেন আত্মহত্যা করেন?,academic
"ভর্তি পরীক্ষায় অকৃতকার্য হয়ে ছেলের আত্মহত্যা, এক দিন পর বাবার মরদেহ উদ্ধার",academic
"স্কুলছাত্রীর আত্মহত্যা, এলাকাবাসীর বিক্ষোভ, সহানুভূতি জানাতে এসে লাঞ্ছিত শিক্ষক",academic
"মতামত
পরীক্ষায় খারাপ ফল: মোমো, মিষ্টিরা কেন চলে যাবে",academic
"গলাচিপায় ধর্ষণের শিকার স্কুলছাত্রীর আত্মহত্যা, মামলার পর যুবক গ্রেপ্তার",academic
কবি নজরুল কলেজের ছাত্রলীগ সভাপতির লাশ উদ্ধার,academic
‘প্রেমিকের মায়ের বকুনির’ পর কলেজছাত্রীর ঝুলন্ত লাশ উদ্ধার,academic
"খিলগাঁওয়ে স্কুলশিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার, পরিবার বলছে আত্মহত্যা",academic
"আগের দিন বিসিএস পরীক্ষা, পরের দিন ঝুলন্ত লাশ",academic
"মতামত
আর কত শিক্ষার্থীর অপমৃত্যুর মিছিল দেখব?",academic
"এসএসসি পরীক্ষার হলে নয়, এখন সে মর্গে",academic
"চট্টগ্রামে শিক্ষানবিশ আইনজীবীর মৃত্যু, স্ত্রী আটক",academic
জাহাঙ্গীরনগরে আবাসিক হল থেকে শিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
"ঢাকা বিশ্ববিদ্যালয়
শিক্ষক ‘অপমান’ করেছেন অভিযোগ তুলে ‘আত্মহত্যাচেষ্টা’ ছাত্রলীগ নেতার",academic
ব্যবসায়ীকে ভবন থেকে ফেলে হত্যার পর আত্মহত্যা হিসেবে চালানোর চেষ্টা,academic
পঞ্চগড়ে কলেজছাত্রীকে ধর্ষণ ও বাবার আত্মহত্যার প্ররোচনার মামলায় ৪ আসামি কারাগারে,academic
মনিরামপুরে শাহজালাল বিশ্ববিদ্যালয়ের শিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
"আঁচল ফাউন্ডেশনের তথ্য
মাসে গড়ে ৩৭ শিক্ষার্থীর আত্মহত্যা",academic
"কলেজে যাওয়ার পথে বখাটের মারধরে রক্তাক্ত ছাত্রী, বাড়ি ফেরার পর ঝুলন্ত লাশ উদ্ধার",academic
"আপত্তিকর ছবি ছড়ানোর পর কলেজছাত্রীর আত্মহত্যার চেষ্টা, তরুণ গ্রেপ্তার",academic
রাজবাড়ীতে স্কুলছাত্রের ঝুলন্ত লাশ উদ্ধার,academic
কুষ্টিয়ায় নিজের ঘরে ঝুলছিল স্কুলছাত্রের লাশ,academic
পড়ার চাপে অবসাদে ভুগছেন ৭৬% বিশ্ববিদ্যালয়শিক্ষার্থী,academic
ইস্ট ওয়েস্ট বিশ্ববিদ্যালয়ের শিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
"সাক্ষাৎকার: মুহাম্মদ মাহবুব মোর্শেদ
স্কুলগুলোতে ভয়, অবিশ্বাস ও অশ্রদ্ধার সংস্কৃতি গড়ে উঠেছে",academic
"ঢাকা শিক্ষা বোর্ডের তদন্ত
অকৃতকার্য হয়ে হতাশায় ভুগছিল হলিক্রসের ছাত্রী পারপিতা",academic
"মাসে ৪৫ শিক্ষার্থীর আত্মহত্যা
এটি গুরুতর সংকট, সমাধানসূত্র জরুরি",academic
"আত্মহত্যা প্রতিরোধ দিবস আজ
মাসে ৪৫ শিক্ষার্থীর আত্মহত্যা, অর্ধেকই স্কুলশিক্ষার্থী",academic
ছাত্রীর আত্মহত্যার প্ররোচনার মামলা থেকে শিক্ষকের নাম প্রত্যাহারের দাবি,academic
শিবপুরে কিশোরীর আত্মহত্যায় প্ররোচনার অভিযোগে শিক্ষকের বিচার দাবি মায়ের,academic
ঢাবি শিক্ষার্থী এলমাকে আত্মহত্যায় প্ররোচনার অভিযোগপত্র গ্রহণ,academic
স্কুলছাত্রীর আত্মহত্যা: অকৃতকার্য করানোর অভিযোগ তদন্তে কমিটি,academic
স্কুল থেকে ফিরে ছাদে গিয়ে লাফিয়ে পড়ে ছাত্রীর ‘আত্মহত্যা’,academic
কাঁঠালিয়ায় স্কুলছাত্রীর ঝুলন্ত লাশ উদ্ধার,academic
"মেডিকেল শিক্ষার্থীদের আত্মহত্যা
তাঁদের মৃত্যুর জন্য কেউ দায়ী নয়?",academic
পোকা দমনের কীটনাশক পানে কলেজছাত্রের মৃত্যু,academic
রাজধানীর গ্রিন হেরাল্ড স্কুলের ছাদ থেকে পড়ে শিক্ষার্থীর মৃত্যু,academic
নর্থ সাউথের শিক্ষার্থী মোয়াজেরের ‘মৃত্যু’ ঘিরে যা জানা যাচ্ছে,academic
"খুলনায় বিশ্ববিদ্যালয় শিক্ষার্থীর মরদেহ উদ্ধার, আত্মহত্যার প্ররোচনার মামলা",academic
"জবর খবর
যেসব কারণে আত্মহত্যার প্রবণতা বাড়ছে বিশ্ববিদ্যালয় শিক্ষার্থীদের মাঝে",academic
স্বামীর ফ্ল্যাট থেকে বিশ্ববিদ্যালয়ের শিক্ষার্থীর লাশ উদ্ধার,academic
ছাত্রীর পর এবার এমসি কলেজছাত্রের ঝুলন্ত লাশ উদ্ধার,academic
স্কুলছাত্রীকে আত্মহত্যার প্ররোচনার দায়ে যুবকের ৫ বছর কারাদণ্ড,academic
এমসি কলেজের আবাসিক হল থেকে ছাত্রীর ঝুলন্ত লাশ উদ্ধার,academic
কুষ্টিয়ায় ছাত্রীনিবাস থেকে শিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
"জামালপুরে স্কুলছাত্রীর আত্মহত্যা
প্ররোচনায় অভিযুক্তের ফাঁসি না হওয়া পর্যন্ত আন্দোলন চালিয়ে যাওয়ার ঘোষণা",academic
ফুটেজে স্কুলছাত্রী সৃজাকে একা ছাদে উঠতে দেখা গেছে: পুলিশ,academic
বরিশালে কলেজছাত্রীর ‘রহস্যজনক’ মৃত্যুতে স্বামীর বিরুদ্ধে মামলা,academic
স্কুলছাত্রীর ‘আত্মহত্যার’ ঘটনায় অভিযুক্তের ফাঁসির দাবিতে মানববন্ধন,academic
স্কুলছাত্রীর ‘সুইসাইড নোটে’ লিখে যাওয়া অভিযুক্ত যুবক গ্রেপ্তার,academic
খারাপ কিছু হওয়ার কথা জানিয়ে স্কুলছাত্রীর ‘আত্মহত্যা’,academic
বিএম কলেজের ছাত্রীকে আত্মহত্যায় প্ররোচনা দেওয়ার ঘটনায় জড়িতদের বিচার দাবি,academic
নার্সিং কলেজশিক্ষার্থীর ঝুলন্ত লাশ উদ্ধার,academic
জয়পুরহাটে স্কুলছাত্রের ঝুলন্ত লাশ উদ্ধার,academic
শিক্ষার্থীদের আত্মহত্যাবিরোধী শপথ,academic
"উচ্চ শিক্ষাপ্রতিষ্ঠান
এক বছরে ১০১ জন শিক্ষার্থীর আত্মহত্যা",academic
"মতামত
এসএসসির ফলাফলে আত্মহত্যার শঙ্কা যেন ভুল হয়",academic
আপত্তিকর ভিডিও ছড়ানোর ‘হুমকির’ পর স্কুলছাত্রীর ঝুলন্ত লাশ উদ্ধার,academic
"অটো পাস মিলবে না জেনে বিষণ্নতায় আত্মহত্যা, বলছে পরিবার",academic
‘সুইসাইড নোট’ লিখে ফেলা মানুষটিই এখন অন্যের জীবন বাঁচান,academic
রাজধানীর সবুজবাগে স্কুলছাত্রের মরদেহ উদ্ধার,academic
বাল্যবিয়ের দেড় মাসের মাথায় জীবন গেল স্কুলছাত্রী সম্পার,academic
পরীক্ষার ফরম পূরণের টাকা পেতে দেরি হওয়ায় শিক্ষার্থীর আত্মহত্যা,academic
আত্মহত্যা: গণব্যর্থতার নিঃসঙ্গ শাস্তি,academic
"মতামত
স্কুল খুলল, ওরা তো ফেরেনি, ফিরবে না কোনো দিন",academic
জগন্নাথ বিশ্ববিদ্যালয়ের প্রাক্তন শিক্ষার্থীর আত্মহত্যা,academic
চুরির অপবাদ দেওয়ায় স্কুলছাত্রের আত্মহত্যা,academic
"কলেজছাত্রীর ঝুলন্ত লাশ উদ্ধার, হাতের মুঠোয় ছিল সুইসাইড নোট",academic
স্কুলছাত্রীসহ রাজধানীতে দুজনের অস্বাভাবিক মৃত্যু,academic
চিরকুট লিখে যৌন হয়রানির শিকার স্কুলছাত্রীর ‘আত্মহত্যা’,academic
স্কুলছাত্রীর ‘আত্মহত্যায়’ প্ররোচনায় দুই তরুণের বিরুদ্ধে মামলা,academic
এলএসডি উদ্ধারের ঘটনায় তিন শিক্ষার্থী ৫ দিনের রিমান্ডে,academic
চাঁদপুরে কলেজশিক্ষকের ঝুলন্ত লাশ উদ্ধার,academic
আত্মহত্যা করতে গিয়ে ফিরে এসে জীবন বদলে ফেলা এক অভিনেতা,academic
"বিষপানে স্কুলছাত্রীর মৃত্যু, তরুণের বিরুদ্ধে ধর্ষণের অভিযোগ",academic
"আপত্তিকর ছবি ফেসবুকে, কীটনাশক পানে অসুস্থ স্কুলছাত্রীর মৃত্যু",academic
রংপুরে কারমাইকেল কলেজের ছাত্রীর ঝুলন্ত লাশ উদ্ধার,academic
রাজশাহীতে মেডিকেলের ছাত্রাবাসে ভারতীয় শিক্ষার্থীর ঝুলন্ত লাশ,academic
"মেসের সামনে প্রেমিক, ভিডিও কলে রেখেই কলেজছাত্রীর আত্মহত্যা",academic
আত্মহত্যার চেষ্টার পর হাসপাতালে মারা গেলেন জবি শিক্ষার্থী,academic
রাজধানীতে বিশ্ববিদ্যালয়ের শিক্ষার্থীসহ ৩ জনের ঝুলন্ত মরদেহ উদ্ধার,academic
জামালপুরে চিরকুট লিখে এসএসসি পরীক্ষার্থীর আত্মহত্যা!,academic
অপমান সইতে না পেরে শিক্ষকের আত্মহত্যা!,academic
‌‘শাশুড়ি দেখে ফেলায়’ প্রেমিককে নিয়ে গলায় ফাঁস নিলেন গৃহবধূ,academic
এইচএসসি পরীক্ষায় ‘ফেল করায়’ আত্মহত্যা,academic
পরীক্ষা ভালো না হওয়ায় এসএসসি পরীক্ষার্থীর আত্মহত্যা,academic
শিক্ষা ব্যবস্থাকে দায়ী করে ইঞ্জিনিয়ারিং কলেজের শিক্ষার্থীর ‘আত্মহত্যা’,academic
"সবার কাছে ক্ষমা চেয়ে ফেসবুকে স্ট্যাটাস, কলেজছাত্রের আত্মহত্যা",academic
‘ক্রাইম পেট্রোল’ অভিনেতার রহস্যজনক মৃত্যু!,academic
"সালিশে ‘প্রেমিকের’ ভাইয়ের সঙ্গে বিয়ের সিদ্ধান্ত, ‘অভিমানে’ আত্মহত্যা স্কুলছাত্রীর",academic
"হার্ভাড কলেজের হোস্টেলে শিক্ষার্থীর ‘রহস্যজনক’ মৃত্যু, সহপাঠী পুলিশ হেফাজতে",academic
পেনসিল নিয়ে অভিমানে প্রাণটাই দিলো স্কুলছাত্রী!,academic
"যুক্তরাষ্ট্রের স্কুলে গুলিবর্ষণে বন্দুকধারীসহ ২ জন নিহত, আহত ১",academic
রাজধানীর খিলগাঁওয়ে স্কুল শিক্ষার্থীর আত্মহত্যা,academic
"ধর্ষণের অপমানে স্কুলছাত্রীর আত্মহত্যা, সহায়তায় অভিযুক্ত যুবক গ্রেফতার",academic
ফোনে কথা বলতে বলতে গলায় ফাঁস দিলেন জাবি শিক্ষার্থী,academic
"এইচএসসিতে ফেল, রেজাল্ট শুনে নিজ ঘরেই ফাঁস দিলেন মামুন",academic
এসএসসি পরীক্ষা খারাপ হওয়ায় শিক্ষার্থীর আত্মহত্যা,academic
খিলগাঁওয়ে বাসা থেকে জবি শিক্ষার্থীর মরদেহ উদ্ধার,academic
১১ ঘণ্টার ব্যবধানে প্রবাসীর স্ত্রী ও প্রতিবেশী কলেজছাত্রের আত্মহত্যা,academic
কলেজছাত্রীর আত্মহত্যা ঘিরে ধোঁয়াশা,academic
"‘ছেলের কবরের পাশে যেন আমাকে কবর দেওয়া হয়’, ‍চিরকুট লিখে শিক্ষকের আত্মাহুতি",academic
গলা কেটে মাদ্রাসা শিক্ষকের আত্মহত্যা,academic
সাইকেল কিনে না দেওয়ায় মায়ের ওড়না পেঁচিয়ে আত্মহত্যা স্কুলছাত্রের,academic
যশোরে কলেজছাত্রী আত্মহত্যার ঘটনায় তদন্ত কমিটি গঠন,academic
ঘরের আড়ায় ঝুলছিল ধর্ষণের শিকার সেই স্কুলছাত্রী,academic
প্রেমিকাকে ভিডিও কলে রেখে কলেজছাত্রের আত্মহত্যা,academic
ভারতে শিক্ষার্থী আত্মহত্যা উদ্বেগজনক হারে বেড়েছে,academic
"পুলিশ লাইনসের ব্যারাকে ঝুলছিল নারী কনস্টেবল, কলেজ হোস্টেলে ছাত্রী",academic
জবি প্রশাসনকে লাল কার্ড দেখালেন শিক্ষার্থীরা,academic
আত্মহত্যা করা শিক্ষার্থীদের ৬০ শতাংশ নারী,academic
এসএসসিতে ফেল করায় ফাঁস নিল মিতু,academic
কামারখন্দে এসএসসি পরীক্ষার্থীর আত্মহত্যা,academic
চিরকুটে লেখা ‘আমার মৃত্যুর জন্য দায়ী দেশের শিক্ষা ব্যবস্থা’,academic
"ফোন ভেঙে ফেলায় সন্তানসহ মেঘনায় ঝাঁপ, মা বেঁচে গেলেও শিশুর মৃত্যু",academic
পরীক্ষা শুরু আগে এসএসসি পরীক্ষার্থীর আত্মহত্যা,academic
"গোল্ডেন জিপিএ-৫ রিউশার, বিশ্ববিদ্যালয়ে ভর্তির সুযোগ না পেয়ে আত্মহত্যার অভিযোগ",academic
এসএসসিতে আশানুরূপ ফল করতে না পেরে ফাঁস নিল জান্নাতুল,academic
"পরীক্ষার ফি না দেওয়ায় অপদস্ত, দিনমজুর ছাত্রের আত্মহত্যা",academic
রাজধানীতে কলেজপড়ুয়া ছেলেকে হত্যার পর বাবার আত্মহত্যা,academic
পুলিশ কোয়ার্টারে ফ্যানে ঝুলছিল কলেজছাত্রীর লাশ,academic
‘আমারে দেখিবার আইসো শেষ জানাজার আগে’ পোস্ট দিয়ে স্কুলছাত্রীর ‘আত্মহত্যা’,academic
কুমিল্লায় কলেজ শিক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার,academic
আবার পেছালো শিক্ষার্থী অরিত্রি আত্মহত্যা মামলার রায়,academic
জিপিএ-৫ না পাওয়ায় এসএসসি পরীক্ষার্থীর আত্মহত্যা,academic
অবন্তিকার আত্মহত্যা: এবার প্রশাসনকে লাল কার্ড দেখাল শিক্ষার্থীরা,academic
শিক্ষাপ্রতিষ্ঠানে শারীরিক ও মানসিক নির্যাতন চলতে পারে না: ড. কামাল উদ্দিন,academic
"নকল করায় খাতা কাড়লেন শিক্ষক, ছাত্রীর আত্মহত্যা",academic
পেশাজীবন নিয়ে দুশ্চিন্তায় ৫৫ শতাংশ বিশ্ববিদ্যালয় শিক্ষার্থী,academic
